query-id	corpus-id	score
tiebe_query_208	tiebe_corpus_208	1
tiebe_query_209	tiebe_corpus_209	1
tiebe_query_210	tiebe_corpus_210	1
tiebe_query_211	tiebe_corpus_211	1
tiebe_query_212	tiebe_corpus_212	1
tiebe_query_213	tiebe_corpus_213	1
tiebe_query_214	tiebe_corpus_214	1
tiebe_query_215	tiebe_corpus_215	1
tiebe_query_216	tiebe_corpus_216	1
tiebe_query_217	tiebe_corpus_217	1
tiebe_query_218	tiebe_corpus_218	1
tiebe_query_219	tiebe_corpus_219	1
tiebe_query_220	tiebe_corpus_220	1
tiebe_query_221	tiebe_corpus_221	1
tiebe_query_222	tiebe_corpus_222	1
tiebe_query_223	tiebe_corpus_223	1
tiebe_query_224	tiebe_corpus_224	1
tiebe_query_225	tiebe_corpus_225	1
tiebe_query_226	tiebe_corpus_226	1
tiebe_query_227	tiebe_corpus_227	1
tiebe_query_228	tiebe_corpus_228	1
tiebe_query_229	tiebe_corpus_229	1
tiebe_query_230	tiebe_corpus_230	1
tiebe_query_231	tiebe_corpus_231	1
tiebe_query_232	tiebe_corpus_232	1
tiebe_query_233	tiebe_corpus_233	1
tiebe_query_234	tiebe_corpus_234	1
tiebe_query_235	tiebe_corpus_235	1
tiebe_query_236	tiebe_corpus_236	1
tiebe_query_237	tiebe_corpus_237	1
tiebe_query_238	tiebe_corpus_1266	1
tiebe_query_239	tiebe_corpus_239	1
tiebe_query_240	tiebe_corpus_240	1
tiebe_query_241	tiebe_corpus_241	1
tiebe_query_242	tiebe_corpus_242	1
tiebe_query_243	tiebe_corpus_243	1
tiebe_query_244	tiebe_corpus_244	1
tiebe_query_245	tiebe_corpus_245	1
tiebe_query_246	tiebe_corpus_246	1
tiebe_query_247	tiebe_corpus_247	1
tiebe_query_248	tiebe_corpus_245	1
tiebe_query_249	tiebe_corpus_249	1
tiebe_query_250	tiebe_corpus_250	1
tiebe_query_251	tiebe_corpus_251	1
tiebe_query_252	tiebe_corpus_252	1
tiebe_query_253	tiebe_corpus_253	1
tiebe_query_254	tiebe_corpus_254	1
tiebe_query_255	tiebe_corpus_255	1
tiebe_query_256	tiebe_corpus_256	1
tiebe_query_257	tiebe_corpus_257	1
tiebe_query_258	tiebe_corpus_258	1
tiebe_query_259	tiebe_corpus_259	1
tiebe_query_260	tiebe_corpus_260	1
tiebe_query_261	tiebe_corpus_261	1
tiebe_query_262	tiebe_corpus_262	1
tiebe_query_263	tiebe_corpus_263	1
tiebe_query_264	tiebe_corpus_264	1
tiebe_query_265	tiebe_corpus_265	1
tiebe_query_266	tiebe_corpus_266	1
tiebe_query_267	tiebe_corpus_267	1
tiebe_query_268	tiebe_corpus_268	1
tiebe_query_269	tiebe_corpus_269	1
tiebe_query_270	tiebe_corpus_270	1
tiebe_query_271	tiebe_corpus_271	1
tiebe_query_272	tiebe_corpus_272	1
tiebe_query_273	tiebe_corpus_273	1
tiebe_query_274	tiebe_corpus_274	1
tiebe_query_275	tiebe_corpus_275	1
tiebe_query_276	tiebe_corpus_276	1
tiebe_query_277	tiebe_corpus_277	1
tiebe_query_278	tiebe_corpus_278	1
tiebe_query_279	tiebe_corpus_279	1
tiebe_query_280	tiebe_corpus_280	1
tiebe_query_281	tiebe_corpus_281	1
tiebe_query_282	tiebe_corpus_282	1
tiebe_query_283	tiebe_corpus_283	1
tiebe_query_284	tiebe_corpus_283	1
tiebe_query_285	tiebe_corpus_285	1
tiebe_query_286	tiebe_corpus_286	1
tiebe_query_287	tiebe_corpus_287	1
tiebe_query_288	tiebe_corpus_288	1
tiebe_query_289	tiebe_corpus_289	1
tiebe_query_290	tiebe_corpus_290	1
tiebe_query_291	tiebe_corpus_291	1
tiebe_query_292	tiebe_corpus_289	1
tiebe_query_293	tiebe_corpus_1209	1
tiebe_query_294	tiebe_corpus_294	1
tiebe_query_295	tiebe_corpus_295	1
tiebe_query_296	tiebe_corpus_296	1
tiebe_query_297	tiebe_corpus_297	1
tiebe_query_298	tiebe_corpus_298	1
tiebe_query_299	tiebe_corpus_299	1
tiebe_query_300	tiebe_corpus_300	1
tiebe_query_301	tiebe_corpus_301	1
tiebe_query_302	tiebe_corpus_302	1
tiebe_query_303	tiebe_corpus_303	1
tiebe_query_304	tiebe_corpus_304	1
tiebe_query_305	tiebe_corpus_305	1
tiebe_query_306	tiebe_corpus_306	1
tiebe_query_307	tiebe_corpus_307	1
tiebe_query_308	tiebe_corpus_308	1
tiebe_query_309	tiebe_corpus_309	1
tiebe_query_310	tiebe_corpus_310	1
tiebe_query_311	tiebe_corpus_311	1
tiebe_query_312	tiebe_corpus_312	1
tiebe_query_313	tiebe_corpus_313	1
tiebe_query_314	tiebe_corpus_314	1
tiebe_query_315	tiebe_corpus_306	1
tiebe_query_316	tiebe_corpus_316	1
tiebe_query_317	tiebe_corpus_317	1
tiebe_query_318	tiebe_corpus_318	1
tiebe_query_319	tiebe_corpus_319	1
tiebe_query_320	tiebe_corpus_320	1
tiebe_query_321	tiebe_corpus_321	1
tiebe_query_322	tiebe_corpus_322	1
tiebe_query_323	tiebe_corpus_323	1
tiebe_query_324	tiebe_corpus_324	1
tiebe_query_325	tiebe_corpus_325	1
tiebe_query_326	tiebe_corpus_326	1
tiebe_query_327	tiebe_corpus_327	1
tiebe_query_328	tiebe_corpus_328	1
tiebe_query_329	tiebe_corpus_329	1
tiebe_query_330	tiebe_corpus_330	1
tiebe_query_331	tiebe_corpus_331	1
tiebe_query_332	tiebe_corpus_332	1
tiebe_query_333	tiebe_corpus_333	1
tiebe_query_334	tiebe_corpus_334	1
tiebe_query_335	tiebe_corpus_335	1
tiebe_query_336	tiebe_corpus_336	1
tiebe_query_337	tiebe_corpus_337	1
tiebe_query_338	tiebe_corpus_338	1
tiebe_query_339	tiebe_corpus_339	1
tiebe_query_340	tiebe_corpus_339	1
tiebe_query_341	tiebe_corpus_341	1
tiebe_query_342	tiebe_corpus_342	1
tiebe_query_343	tiebe_corpus_341	1
tiebe_query_344	tiebe_corpus_344	1
tiebe_query_345	tiebe_corpus_345	1
tiebe_query_346	tiebe_corpus_346	1
tiebe_query_347	tiebe_corpus_346	1
tiebe_query_348	tiebe_corpus_348	1
tiebe_query_349	tiebe_corpus_349	1
tiebe_query_350	tiebe_corpus_350	1
tiebe_query_351	tiebe_corpus_351	1
tiebe_query_352	tiebe_corpus_352	1
tiebe_query_353	tiebe_corpus_353	1
tiebe_query_354	tiebe_corpus_354	1
tiebe_query_355	tiebe_corpus_355	1
tiebe_query_356	tiebe_corpus_353	1
tiebe_query_357	tiebe_corpus_357	1
tiebe_query_358	tiebe_corpus_358	1
tiebe_query_359	tiebe_corpus_359	1
tiebe_query_360	tiebe_corpus_360	1
tiebe_query_361	tiebe_corpus_361	1
tiebe_query_362	tiebe_corpus_362	1
tiebe_query_363	tiebe_corpus_363	1
tiebe_query_364	tiebe_corpus_364	1
tiebe_query_365	tiebe_corpus_365	1
tiebe_query_366	tiebe_corpus_366	1
tiebe_query_367	tiebe_corpus_367	1
tiebe_query_368	tiebe_corpus_368	1
tiebe_query_369	tiebe_corpus_369	1
tiebe_query_370	tiebe_corpus_369	1
tiebe_query_371	tiebe_corpus_371	1
tiebe_query_372	tiebe_corpus_372	1
tiebe_query_373	tiebe_corpus_373	1
tiebe_query_374	tiebe_corpus_374	1
tiebe_query_375	tiebe_corpus_375	1
tiebe_query_376	tiebe_corpus_376	1
tiebe_query_377	tiebe_corpus_377	1
tiebe_query_378	tiebe_corpus_378	1
tiebe_query_379	tiebe_corpus_379	1
tiebe_query_380	tiebe_corpus_380	1
tiebe_query_381	tiebe_corpus_381	1
tiebe_query_382	tiebe_corpus_382	1
tiebe_query_383	tiebe_corpus_383	1
tiebe_query_384	tiebe_corpus_384	1
tiebe_query_385	tiebe_corpus_385	1
tiebe_query_386	tiebe_corpus_386	1
tiebe_query_387	tiebe_corpus_387	1
tiebe_query_388	tiebe_corpus_388	1
tiebe_query_389	tiebe_corpus_389	1
tiebe_query_390	tiebe_corpus_390	1
tiebe_query_391	tiebe_corpus_391	1
tiebe_query_392	tiebe_corpus_392	1
tiebe_query_393	tiebe_corpus_393	1
tiebe_query_394	tiebe_corpus_394	1
tiebe_query_395	tiebe_corpus_395	1
tiebe_query_396	tiebe_corpus_396	1
tiebe_query_397	tiebe_corpus_397	1
tiebe_query_398	tiebe_corpus_398	1
tiebe_query_399	tiebe_corpus_399	1
tiebe_query_400	tiebe_corpus_400	1
tiebe_query_401	tiebe_corpus_401	1
tiebe_query_402	tiebe_corpus_402	1
tiebe_query_403	tiebe_corpus_403	1
tiebe_query_404	tiebe_corpus_404	1
tiebe_query_405	tiebe_corpus_405	1
tiebe_query_406	tiebe_corpus_406	1
tiebe_query_407	tiebe_corpus_407	1
tiebe_query_408	tiebe_corpus_408	1
tiebe_query_409	tiebe_corpus_409	1
tiebe_query_410	tiebe_corpus_410	1
tiebe_query_411	tiebe_corpus_411	1
tiebe_query_412	tiebe_corpus_412	1
tiebe_query_413	tiebe_corpus_413	1
tiebe_query_414	tiebe_corpus_414	1
tiebe_query_415	tiebe_corpus_415	1
tiebe_query_416	tiebe_corpus_416	1
tiebe_query_417	tiebe_corpus_417	1
tiebe_query_418	tiebe_corpus_418	1
tiebe_query_419	tiebe_corpus_419	1
tiebe_query_420	tiebe_corpus_420	1
tiebe_query_421	tiebe_corpus_421	1
tiebe_query_422	tiebe_corpus_422	1
tiebe_query_423	tiebe_corpus_423	1
tiebe_query_424	tiebe_corpus_424	1
tiebe_query_425	tiebe_corpus_425	1
tiebe_query_426	tiebe_corpus_425	1
tiebe_query_427	tiebe_corpus_427	1
tiebe_query_428	tiebe_corpus_428	1
tiebe_query_429	tiebe_corpus_429	1
tiebe_query_430	tiebe_corpus_430	1
tiebe_query_431	tiebe_corpus_431	1
tiebe_query_432	tiebe_corpus_432	1
tiebe_query_433	tiebe_corpus_433	1
tiebe_query_434	tiebe_corpus_434	1
tiebe_query_435	tiebe_corpus_435	1
tiebe_query_436	tiebe_corpus_436	1
tiebe_query_437	tiebe_corpus_437	1
tiebe_query_438	tiebe_corpus_438	1
tiebe_query_439	tiebe_corpus_439	1
tiebe_query_440	tiebe_corpus_440	1
tiebe_query_441	tiebe_corpus_441	1
tiebe_query_442	tiebe_corpus_442	1
tiebe_query_443	tiebe_corpus_443	1
tiebe_query_444	tiebe_corpus_444	1
tiebe_query_445	tiebe_corpus_445	1
tiebe_query_446	tiebe_corpus_446	1
tiebe_query_447	tiebe_corpus_447	1
tiebe_query_448	tiebe_corpus_448	1
tiebe_query_449	tiebe_corpus_448	1
tiebe_query_450	tiebe_corpus_450	1
tiebe_query_451	tiebe_corpus_451	1
tiebe_query_452	tiebe_corpus_452	1
tiebe_query_453	tiebe_corpus_453	1
tiebe_query_454	tiebe_corpus_454	1
tiebe_query_455	tiebe_corpus_455	1
tiebe_query_456	tiebe_corpus_456	1
tiebe_query_457	tiebe_corpus_457	1
tiebe_query_458	tiebe_corpus_458	1
tiebe_query_459	tiebe_corpus_459	1
tiebe_query_460	tiebe_corpus_460	1
tiebe_query_461	tiebe_corpus_461	1
tiebe_query_462	tiebe_corpus_462	1
tiebe_query_463	tiebe_corpus_463	1
tiebe_query_464	tiebe_corpus_464	1
tiebe_query_465	tiebe_corpus_465	1
tiebe_query_466	tiebe_corpus_466	1
tiebe_query_467	tiebe_corpus_467	1
tiebe_query_468	tiebe_corpus_468	1
tiebe_query_469	tiebe_corpus_469	1
tiebe_query_470	tiebe_corpus_470	1
tiebe_query_471	tiebe_corpus_471	1
tiebe_query_472	tiebe_corpus_472	1
tiebe_query_473	tiebe_corpus_473	1
tiebe_query_474	tiebe_corpus_474	1
tiebe_query_475	tiebe_corpus_475	1
tiebe_query_476	tiebe_corpus_476	1
tiebe_query_477	tiebe_corpus_477	1
tiebe_query_478	tiebe_corpus_478	1
tiebe_query_479	tiebe_corpus_479	1
tiebe_query_480	tiebe_corpus_480	1
tiebe_query_481	tiebe_corpus_481	1
tiebe_query_482	tiebe_corpus_482	1
tiebe_query_483	tiebe_corpus_483	1
tiebe_query_484	tiebe_corpus_484	1
tiebe_query_485	tiebe_corpus_485	1
tiebe_query_486	tiebe_corpus_486	1
tiebe_query_487	tiebe_corpus_487	1
tiebe_query_488	tiebe_corpus_488	1
tiebe_query_489	tiebe_corpus_489	1
tiebe_query_490	tiebe_corpus_490	1
tiebe_query_491	tiebe_corpus_491	1
tiebe_query_492	tiebe_corpus_492	1
tiebe_query_493	tiebe_corpus_493	1
tiebe_query_494	tiebe_corpus_494	1
tiebe_query_495	tiebe_corpus_495	1
tiebe_query_496	tiebe_corpus_496	1
tiebe_query_497	tiebe_corpus_497	1
tiebe_query_498	tiebe_corpus_498	1
tiebe_query_499	tiebe_corpus_499	1
tiebe_query_500	tiebe_corpus_500	1
tiebe_query_501	tiebe_corpus_501	1
tiebe_query_502	tiebe_corpus_502	1
tiebe_query_503	tiebe_corpus_503	1
tiebe_query_504	tiebe_corpus_504	1
tiebe_query_505	tiebe_corpus_505	1
tiebe_query_506	tiebe_corpus_506	1
tiebe_query_507	tiebe_corpus_507	1
tiebe_query_508	tiebe_corpus_508	1
tiebe_query_509	tiebe_corpus_509	1
tiebe_query_510	tiebe_corpus_510	1
tiebe_query_511	tiebe_corpus_511	1
tiebe_query_512	tiebe_corpus_512	1
tiebe_query_513	tiebe_corpus_513	1
tiebe_query_514	tiebe_corpus_514	1
tiebe_query_515	tiebe_corpus_515	1
tiebe_query_516	tiebe_corpus_516	1
tiebe_query_517	tiebe_corpus_517	1
tiebe_query_518	tiebe_corpus_518	1
tiebe_query_519	tiebe_corpus_519	1
tiebe_query_520	tiebe_corpus_520	1
tiebe_query_521	tiebe_corpus_521	1
tiebe_query_522	tiebe_corpus_522	1
tiebe_query_523	tiebe_corpus_523	1
tiebe_query_524	tiebe_corpus_524	1
tiebe_query_525	tiebe_corpus_525	1
tiebe_query_526	tiebe_corpus_526	1
tiebe_query_527	tiebe_corpus_527	1
tiebe_query_528	tiebe_corpus_528	1
tiebe_query_529	tiebe_corpus_529	1
tiebe_query_530	tiebe_corpus_530	1
tiebe_query_531	tiebe_corpus_531	1
tiebe_query_532	tiebe_corpus_532	1
tiebe_query_533	tiebe_corpus_533	1
tiebe_query_534	tiebe_corpus_534	1
tiebe_query_535	tiebe_corpus_535	1
tiebe_query_536	tiebe_corpus_536	1
tiebe_query_537	tiebe_corpus_537	1
tiebe_query_538	tiebe_corpus_538	1
tiebe_query_539	tiebe_corpus_539	1
tiebe_query_540	tiebe_corpus_540	1
tiebe_query_541	tiebe_corpus_541	1
tiebe_query_542	tiebe_corpus_542	1
tiebe_query_543	tiebe_corpus_543	1
tiebe_query_544	tiebe_corpus_544	1
tiebe_query_545	tiebe_corpus_545	1
tiebe_query_546	tiebe_corpus_546	1
tiebe_query_547	tiebe_corpus_547	1
tiebe_query_548	tiebe_corpus_548	1
tiebe_query_549	tiebe_corpus_549	1
tiebe_query_550	tiebe_corpus_550	1
tiebe_query_551	tiebe_corpus_551	1
tiebe_query_552	tiebe_corpus_552	1
tiebe_query_553	tiebe_corpus_553	1
tiebe_query_554	tiebe_corpus_554	1
tiebe_query_555	tiebe_corpus_555	1
tiebe_query_556	tiebe_corpus_556	1
tiebe_query_557	tiebe_corpus_557	1
tiebe_query_558	tiebe_corpus_558	1
tiebe_query_559	tiebe_corpus_559	1
tiebe_query_560	tiebe_corpus_560	1
tiebe_query_561	tiebe_corpus_561	1
tiebe_query_562	tiebe_corpus_562	1
tiebe_query_563	tiebe_corpus_563	1
tiebe_query_564	tiebe_corpus_564	1
tiebe_query_565	tiebe_corpus_565	1
tiebe_query_566	tiebe_corpus_566	1
tiebe_query_567	tiebe_corpus_567	1
tiebe_query_568	tiebe_corpus_568	1
tiebe_query_569	tiebe_corpus_569	1
tiebe_query_570	tiebe_corpus_570	1
tiebe_query_571	tiebe_corpus_571	1
tiebe_query_572	tiebe_corpus_572	1
tiebe_query_573	tiebe_corpus_573	1
tiebe_query_574	tiebe_corpus_574	1
tiebe_query_575	tiebe_corpus_575	1
tiebe_query_576	tiebe_corpus_576	1
tiebe_query_577	tiebe_corpus_577	1
tiebe_query_578	tiebe_corpus_578	1
tiebe_query_579	tiebe_corpus_579	1
tiebe_query_580	tiebe_corpus_580	1
tiebe_query_581	tiebe_corpus_581	1
tiebe_query_582	tiebe_corpus_582	1
tiebe_query_583	tiebe_corpus_583	1
tiebe_query_584	tiebe_corpus_584	1
tiebe_query_585	tiebe_corpus_585	1
tiebe_query_586	tiebe_corpus_586	1
tiebe_query_587	tiebe_corpus_587	1
tiebe_query_588	tiebe_corpus_588	1
tiebe_query_589	tiebe_corpus_589	1
tiebe_query_590	tiebe_corpus_590	1
tiebe_query_591	tiebe_corpus_591	1
tiebe_query_592	tiebe_corpus_592	1
tiebe_query_593	tiebe_corpus_593	1
tiebe_query_594	tiebe_corpus_594	1
tiebe_query_595	tiebe_corpus_595	1
tiebe_query_596	tiebe_corpus_596	1
tiebe_query_597	tiebe_corpus_597	1
tiebe_query_598	tiebe_corpus_598	1
tiebe_query_599	tiebe_corpus_599	1
tiebe_query_600	tiebe_corpus_600	1
tiebe_query_601	tiebe_corpus_601	1
tiebe_query_602	tiebe_corpus_602	1
tiebe_query_603	tiebe_corpus_603	1
tiebe_query_604	tiebe_corpus_604	1
tiebe_query_605	tiebe_corpus_605	1
tiebe_query_606	tiebe_corpus_606	1
tiebe_query_607	tiebe_corpus_607	1
tiebe_query_608	tiebe_corpus_608	1
tiebe_query_609	tiebe_corpus_609	1
tiebe_query_610	tiebe_corpus_610	1
tiebe_query_611	tiebe_corpus_611	1
tiebe_query_612	tiebe_corpus_612	1
tiebe_query_613	tiebe_corpus_613	1
tiebe_query_614	tiebe_corpus_614	1
tiebe_query_615	tiebe_corpus_615	1
tiebe_query_616	tiebe_corpus_616	1
tiebe_query_617	tiebe_corpus_617	1
tiebe_query_618	tiebe_corpus_617	1
tiebe_query_619	tiebe_corpus_619	1
tiebe_query_620	tiebe_corpus_620	1
tiebe_query_621	tiebe_corpus_621	1
tiebe_query_622	tiebe_corpus_622	1
tiebe_query_623	tiebe_corpus_623	1
tiebe_query_624	tiebe_corpus_624	1
tiebe_query_625	tiebe_corpus_625	1
tiebe_query_626	tiebe_corpus_626	1
tiebe_query_627	tiebe_corpus_627	1
tiebe_query_628	tiebe_corpus_628	1
tiebe_query_629	tiebe_corpus_629	1
tiebe_query_630	tiebe_corpus_630	1
tiebe_query_631	tiebe_corpus_631	1
tiebe_query_632	tiebe_corpus_632	1
tiebe_query_633	tiebe_corpus_633	1
tiebe_query_634	tiebe_corpus_634	1
