query-id	corpus-id	score
finqa_query_168	finqa_corpus_168	1
finqa_query_169	finqa_corpus_1076	1
finqa_query_170	finqa_corpus_170	1
finqa_query_171	finqa_corpus_171	1
finqa_query_172	finqa_corpus_172	1
finqa_query_173	finqa_corpus_173	1
finqa_query_174	finqa_corpus_174	1
finqa_query_175	finqa_corpus_175	1
finqa_query_176	finqa_corpus_176	1
finqa_query_177	finqa_corpus_1163	1
finqa_query_178	finqa_corpus_1491	1
finqa_query_179	finqa_corpus_179	1
finqa_query_180	finqa_corpus_1187	1
finqa_query_181	finqa_corpus_181	1
finqa_query_182	finqa_corpus_182	1
finqa_query_183	finqa_corpus_1019	1
finqa_query_184	finqa_corpus_184	1
finqa_query_185	finqa_corpus_185	1
finqa_query_186	finqa_corpus_186	1
finqa_query_187	finqa_corpus_1291	1
finqa_query_188	finqa_corpus_188	1
finqa_query_189	finqa_corpus_189	1
finqa_query_190	finqa_corpus_190	1
finqa_query_191	finqa_corpus_191	1
finqa_query_192	finqa_corpus_1589	1
finqa_query_193	finqa_corpus_193	1
finqa_query_194	finqa_corpus_1039	1
finqa_query_195	finqa_corpus_195	1
finqa_query_196	finqa_corpus_196	1
finqa_query_197	finqa_corpus_1700	1
finqa_query_198	finqa_corpus_1520	1
finqa_query_199	finqa_corpus_1296	1
finqa_query_200	finqa_corpus_1158	1
finqa_query_201	finqa_corpus_1998	1
finqa_query_202	finqa_corpus_202	1
finqa_query_203	finqa_corpus_1727	1
finqa_query_204	finqa_corpus_1182	1
finqa_query_205	finqa_corpus_1481	1
finqa_query_206	finqa_corpus_206	1
finqa_query_207	finqa_corpus_1127	1
finqa_query_208	finqa_corpus_208	1
finqa_query_209	finqa_corpus_209	1
finqa_query_210	finqa_corpus_210	1
finqa_query_211	finqa_corpus_211	1
finqa_query_212	finqa_corpus_212	1
finqa_query_213	finqa_corpus_213	1
finqa_query_214	finqa_corpus_1153	1
finqa_query_215	finqa_corpus_1981	1
finqa_query_216	finqa_corpus_216	1
finqa_query_217	finqa_corpus_217	1
finqa_query_218	finqa_corpus_218	1
finqa_query_219	finqa_corpus_1290	1
finqa_query_220	finqa_corpus_220	1
finqa_query_221	finqa_corpus_2169	1
finqa_query_222	finqa_corpus_222	1
finqa_query_223	finqa_corpus_1363	1
finqa_query_224	finqa_corpus_1106	1
finqa_query_225	finqa_corpus_1886	1
finqa_query_226	finqa_corpus_1242	1
finqa_query_227	finqa_corpus_227	1
finqa_query_228	finqa_corpus_228	1
finqa_query_229	finqa_corpus_229	1
finqa_query_230	finqa_corpus_230	1
finqa_query_231	finqa_corpus_231	1
finqa_query_232	finqa_corpus_232	1
finqa_query_233	finqa_corpus_1543	1
finqa_query_234	finqa_corpus_1592	1
finqa_query_235	finqa_corpus_2021	1
finqa_query_236	finqa_corpus_2074	1
finqa_query_237	finqa_corpus_237	1
finqa_query_238	finqa_corpus_238	1
finqa_query_239	finqa_corpus_239	1
finqa_query_240	finqa_corpus_240	1
finqa_query_241	finqa_corpus_2085	1
finqa_query_242	finqa_corpus_242	1
finqa_query_243	finqa_corpus_243	1
finqa_query_244	finqa_corpus_244	1
finqa_query_245	finqa_corpus_245	1
finqa_query_246	finqa_corpus_1300	1
finqa_query_247	finqa_corpus_222	1
finqa_query_248	finqa_corpus_195	1
finqa_query_249	finqa_corpus_1059	1
finqa_query_250	finqa_corpus_13	1
finqa_query_251	finqa_corpus_251	1
finqa_query_252	finqa_corpus_1754	1
finqa_query_253	finqa_corpus_253	1
finqa_query_254	finqa_corpus_254	1
finqa_query_255	finqa_corpus_1608	1
finqa_query_256	finqa_corpus_256	1
finqa_query_257	finqa_corpus_2419	1
finqa_query_258	finqa_corpus_258	1
finqa_query_259	finqa_corpus_259	1
finqa_query_260	finqa_corpus_260	1
finqa_query_261	finqa_corpus_261	1
finqa_query_262	finqa_corpus_1760	1
finqa_query_263	finqa_corpus_263	1
finqa_query_264	finqa_corpus_264	1
finqa_query_265	finqa_corpus_265	1
finqa_query_266	finqa_corpus_1696	1
finqa_query_267	finqa_corpus_267	1
finqa_query_268	finqa_corpus_1940	1
finqa_query_269	finqa_corpus_1430	1
finqa_query_270	finqa_corpus_270	1
finqa_query_271	finqa_corpus_271	1
finqa_query_272	finqa_corpus_272	1
finqa_query_273	finqa_corpus_2283	1
finqa_query_274	finqa_corpus_2091	1
finqa_query_275	finqa_corpus_275	1
finqa_query_276	finqa_corpus_2	1
finqa_query_277	finqa_corpus_2625	1
finqa_query_278	finqa_corpus_1667	1
finqa_query_279	finqa_corpus_2027	1
finqa_query_280	finqa_corpus_280	1
finqa_query_281	finqa_corpus_1420	1
finqa_query_282	finqa_corpus_282	1
finqa_query_283	finqa_corpus_283	1
finqa_query_284	finqa_corpus_2735	1
finqa_query_285	finqa_corpus_285	1
finqa_query_286	finqa_corpus_1085	1
finqa_query_287	finqa_corpus_1872	1
finqa_query_288	finqa_corpus_288	1
finqa_query_289	finqa_corpus_289	1
finqa_query_290	finqa_corpus_2038	1
finqa_query_291	finqa_corpus_291	1
finqa_query_292	finqa_corpus_1093	1
finqa_query_293	finqa_corpus_2327	1
finqa_query_294	finqa_corpus_2472	1
finqa_query_295	finqa_corpus_295	1
finqa_query_296	finqa_corpus_2482	1
finqa_query_297	finqa_corpus_1327	1
finqa_query_298	finqa_corpus_298	1
finqa_query_299	finqa_corpus_1121	1
finqa_query_300	finqa_corpus_2049	1
finqa_query_301	finqa_corpus_2226	1
finqa_query_302	finqa_corpus_302	1
finqa_query_303	finqa_corpus_1271	1
finqa_query_304	finqa_corpus_1125	1
finqa_query_305	finqa_corpus_1091	1
finqa_query_306	finqa_corpus_1677	1
finqa_query_307	finqa_corpus_307	1
finqa_query_308	finqa_corpus_1996	1
finqa_query_309	finqa_corpus_1236	1
finqa_query_310	finqa_corpus_1289	1
finqa_query_311	finqa_corpus_311	1
finqa_query_312	finqa_corpus_280	1
finqa_query_313	finqa_corpus_1030	1
finqa_query_314	finqa_corpus_314	1
finqa_query_315	finqa_corpus_315	1
finqa_query_316	finqa_corpus_298	1
finqa_query_317	finqa_corpus_317	1
finqa_query_318	finqa_corpus_1180	1
finqa_query_319	finqa_corpus_260	1
finqa_query_320	finqa_corpus_2980	1
finqa_query_321	finqa_corpus_1128	1
finqa_query_322	finqa_corpus_1726	1
finqa_query_323	finqa_corpus_323	1
finqa_query_324	finqa_corpus_1077	1
finqa_query_325	finqa_corpus_325	1
finqa_query_326	finqa_corpus_2460	1
finqa_query_327	finqa_corpus_327	1
finqa_query_328	finqa_corpus_1106	1
finqa_query_329	finqa_corpus_2171	1
finqa_query_330	finqa_corpus_1265	1
finqa_query_331	finqa_corpus_1514	1
finqa_query_332	finqa_corpus_2497	1
finqa_query_333	finqa_corpus_2767	1
finqa_query_334	finqa_corpus_334	1
finqa_query_335	finqa_corpus_2210	1
finqa_query_336	finqa_corpus_2356	1
finqa_query_337	finqa_corpus_2384	1
finqa_query_338	finqa_corpus_338	1
finqa_query_339	finqa_corpus_2877	1
finqa_query_340	finqa_corpus_2783	1
finqa_query_341	finqa_corpus_341	1
finqa_query_342	finqa_corpus_1384	1
finqa_query_343	finqa_corpus_2426	1
finqa_query_344	finqa_corpus_344	1
finqa_query_345	finqa_corpus_345	1
finqa_query_346	finqa_corpus_1626	1
finqa_query_347	finqa_corpus_347	1
finqa_query_348	finqa_corpus_2516	1
finqa_query_349	finqa_corpus_349	1
finqa_query_350	finqa_corpus_1399	1
finqa_query_351	finqa_corpus_1673	1
finqa_query_352	finqa_corpus_1861	1
finqa_query_353	finqa_corpus_353	1
finqa_query_354	finqa_corpus_2830	1
finqa_query_355	finqa_corpus_2875	1
finqa_query_356	finqa_corpus_2210	1
finqa_query_357	finqa_corpus_2033	1
finqa_query_358	finqa_corpus_1443	1
finqa_query_359	finqa_corpus_2519	1
finqa_query_360	finqa_corpus_1553	1
finqa_query_361	finqa_corpus_1266	1
finqa_query_362	finqa_corpus_1586	1
finqa_query_363	finqa_corpus_3113	1
finqa_query_364	finqa_corpus_228	1
finqa_query_365	finqa_corpus_1355	1
finqa_query_366	finqa_corpus_366	1
finqa_query_367	finqa_corpus_1841	1
finqa_query_368	finqa_corpus_1705	1
finqa_query_369	finqa_corpus_2987	1
finqa_query_370	finqa_corpus_3029	1
finqa_query_371	finqa_corpus_371	1
finqa_query_372	finqa_corpus_372	1
finqa_query_373	finqa_corpus_1739	1
finqa_query_374	finqa_corpus_1379	1
finqa_query_375	finqa_corpus_311	1
finqa_query_376	finqa_corpus_376	1
finqa_query_377	finqa_corpus_3363	1
finqa_query_378	finqa_corpus_3437	1
finqa_query_379	finqa_corpus_379	1
finqa_query_380	finqa_corpus_1310	1
finqa_query_381	finqa_corpus_1398	1
finqa_query_382	finqa_corpus_1741	1
finqa_query_383	finqa_corpus_2470	1
finqa_query_384	finqa_corpus_1736	1
finqa_query_385	finqa_corpus_2578	1
finqa_query_386	finqa_corpus_3199	1
finqa_query_387	finqa_corpus_1568	1
finqa_query_388	finqa_corpus_3751	1
finqa_query_389	finqa_corpus_389	1
finqa_query_390	finqa_corpus_1669	1
finqa_query_391	finqa_corpus_391	1
finqa_query_392	finqa_corpus_323	1
finqa_query_393	finqa_corpus_393	1
finqa_query_394	finqa_corpus_1765	1
finqa_query_395	finqa_corpus_395	1
finqa_query_396	finqa_corpus_1902	1
finqa_query_397	finqa_corpus_1551	1
finqa_query_398	finqa_corpus_1096	1
finqa_query_399	finqa_corpus_1379	1
finqa_query_400	finqa_corpus_400	1
finqa_query_401	finqa_corpus_401	1
finqa_query_402	finqa_corpus_402	1
finqa_query_403	finqa_corpus_2328	1
finqa_query_404	finqa_corpus_404	1
finqa_query_405	finqa_corpus_2396	1
finqa_query_406	finqa_corpus_1535	1
finqa_query_407	finqa_corpus_407	1
finqa_query_408	finqa_corpus_128	1
finqa_query_409	finqa_corpus_186	1
finqa_query_410	finqa_corpus_2999	1
finqa_query_411	finqa_corpus_1460	1
finqa_query_412	finqa_corpus_3919	1
finqa_query_413	finqa_corpus_3035	1
finqa_query_414	finqa_corpus_414	1
finqa_query_415	finqa_corpus_415	1
finqa_query_416	finqa_corpus_2245	1
finqa_query_417	finqa_corpus_3238	1
finqa_query_418	finqa_corpus_3655	1
finqa_query_419	finqa_corpus_1386	1
finqa_query_420	finqa_corpus_1716	1
finqa_query_421	finqa_corpus_421	1
finqa_query_422	finqa_corpus_3047	1
finqa_query_423	finqa_corpus_2269	1
finqa_query_424	finqa_corpus_2309	1
finqa_query_425	finqa_corpus_2499	1
finqa_query_426	finqa_corpus_426	1
finqa_query_427	finqa_corpus_2091	1
finqa_query_428	finqa_corpus_1568	1
finqa_query_429	finqa_corpus_1454	1
finqa_query_430	finqa_corpus_430	1
finqa_query_431	finqa_corpus_431	1
finqa_query_432	finqa_corpus_1148	1
finqa_query_433	finqa_corpus_1241	1
finqa_query_434	finqa_corpus_4006	1
finqa_query_435	finqa_corpus_2312	1
finqa_query_436	finqa_corpus_2690	1
finqa_query_437	finqa_corpus_2608	1
finqa_query_438	finqa_corpus_1327	1
finqa_query_439	finqa_corpus_1899	1
finqa_query_440	finqa_corpus_1361	1
finqa_query_441	finqa_corpus_1170	1
finqa_query_442	finqa_corpus_1220	1
finqa_query_443	finqa_corpus_443	1
finqa_query_444	finqa_corpus_2322	1
finqa_query_445	finqa_corpus_2512	1
finqa_query_446	finqa_corpus_1552	1
finqa_query_447	finqa_corpus_2276	1
finqa_query_448	finqa_corpus_1851	1
finqa_query_449	finqa_corpus_2516	1
finqa_query_450	finqa_corpus_1520	1
finqa_query_451	finqa_corpus_3990	1
finqa_query_452	finqa_corpus_1419	1
finqa_query_453	finqa_corpus_1379	1
finqa_query_454	finqa_corpus_1964	1
finqa_query_455	finqa_corpus_455	1
finqa_query_456	finqa_corpus_456	1
finqa_query_457	finqa_corpus_457	1
finqa_query_458	finqa_corpus_138	1
finqa_query_459	finqa_corpus_1609	1
finqa_query_460	finqa_corpus_1427	1
finqa_query_461	finqa_corpus_2293	1
finqa_query_462	finqa_corpus_3779	1
finqa_query_463	finqa_corpus_3190	1
finqa_query_464	finqa_corpus_2914	1
finqa_query_465	finqa_corpus_1623	1
finqa_query_466	finqa_corpus_2981	1
finqa_query_467	finqa_corpus_4408	1
finqa_query_468	finqa_corpus_218	1
finqa_query_469	finqa_corpus_1661	1
finqa_query_470	finqa_corpus_1494	1
finqa_query_471	finqa_corpus_2000	1
finqa_query_472	finqa_corpus_2354	1
finqa_query_473	finqa_corpus_3545	1
finqa_query_474	finqa_corpus_2223	1
finqa_query_475	finqa_corpus_2712	1
finqa_query_476	finqa_corpus_476	1
finqa_query_477	finqa_corpus_2750	1
finqa_query_478	finqa_corpus_1789	1
finqa_query_479	finqa_corpus_238	1
finqa_query_480	finqa_corpus_1191	1
finqa_query_481	finqa_corpus_2133	1
finqa_query_482	finqa_corpus_2414	1
finqa_query_483	finqa_corpus_1269	1
finqa_query_484	finqa_corpus_484	1
finqa_query_485	finqa_corpus_2167	1
finqa_query_486	finqa_corpus_3069	1
finqa_query_487	finqa_corpus_1173	1
finqa_query_488	finqa_corpus_1263	1
finqa_query_489	finqa_corpus_1195	1
finqa_query_490	finqa_corpus_490	1
finqa_query_491	finqa_corpus_4455	1
finqa_query_492	finqa_corpus_4531	1
finqa_query_493	finqa_corpus_4568	1
finqa_query_494	finqa_corpus_1177	1
finqa_query_495	finqa_corpus_122	1
finqa_query_496	finqa_corpus_4372	1
finqa_query_497	finqa_corpus_497	1
finqa_query_498	finqa_corpus_2348	1
finqa_query_499	finqa_corpus_3864	1
finqa_query_500	finqa_corpus_4892	1
finqa_query_501	finqa_corpus_1986	1
finqa_query_502	finqa_corpus_2503	1
finqa_query_503	finqa_corpus_1299	1
finqa_query_504	finqa_corpus_484	1
finqa_query_505	finqa_corpus_3852	1
finqa_query_506	finqa_corpus_1349	1
finqa_query_507	finqa_corpus_4270	1
finqa_query_508	finqa_corpus_1051	1
finqa_query_509	finqa_corpus_509	1
finqa_query_510	finqa_corpus_3804	1
finqa_query_511	finqa_corpus_1974	1
finqa_query_512	finqa_corpus_1265	1
finqa_query_513	finqa_corpus_1201	1
finqa_query_514	finqa_corpus_2656	1
finqa_query_515	finqa_corpus_1514	1
finqa_query_516	finqa_corpus_3406	1
finqa_query_517	finqa_corpus_1633	1
finqa_query_518	finqa_corpus_2199	1
finqa_query_519	finqa_corpus_519	1
finqa_query_520	finqa_corpus_1715	1
finqa_query_521	finqa_corpus_1969	1
finqa_query_522	finqa_corpus_3384	1
finqa_query_523	finqa_corpus_170	1
finqa_query_524	finqa_corpus_1822	1
finqa_query_525	finqa_corpus_525	1
finqa_query_526	finqa_corpus_3990	1
finqa_query_527	finqa_corpus_3221	1
finqa_query_528	finqa_corpus_1519	1
finqa_query_529	finqa_corpus_261	1
finqa_query_530	finqa_corpus_2684	1
finqa_query_531	finqa_corpus_1056	1
finqa_query_532	finqa_corpus_4155	1
finqa_query_533	finqa_corpus_1204	1
finqa_query_534	finqa_corpus_2073	1
finqa_query_535	finqa_corpus_1174	1
finqa_query_536	finqa_corpus_1883	1
finqa_query_537	finqa_corpus_2283	1
finqa_query_538	finqa_corpus_149	1
finqa_query_539	finqa_corpus_36	1
finqa_query_540	finqa_corpus_1961	1
finqa_query_541	finqa_corpus_2599	1
finqa_query_542	finqa_corpus_1337	1
finqa_query_543	finqa_corpus_3511	1
finqa_query_544	finqa_corpus_1007	1
finqa_query_545	finqa_corpus_2883	1
finqa_query_546	finqa_corpus_1535	1
finqa_query_547	finqa_corpus_4809	1
finqa_query_548	finqa_corpus_2816	1
finqa_query_549	finqa_corpus_2360	1
finqa_query_550	finqa_corpus_1310	1
finqa_query_551	finqa_corpus_4604	1
finqa_query_552	finqa_corpus_4545	1
finqa_query_553	finqa_corpus_2205	1
finqa_query_554	finqa_corpus_3680	1
finqa_query_555	finqa_corpus_1041	1
finqa_query_556	finqa_corpus_2449	1
finqa_query_557	finqa_corpus_1879	1
finqa_query_558	finqa_corpus_2260	1
finqa_query_559	finqa_corpus_5099	1
finqa_query_560	finqa_corpus_2962	1
finqa_query_561	finqa_corpus_1365	1
finqa_query_562	finqa_corpus_3060	1
finqa_query_563	finqa_corpus_2966	1
finqa_query_564	finqa_corpus_1662	1
finqa_query_565	finqa_corpus_3999	1
finqa_query_566	finqa_corpus_1654	1
finqa_query_567	finqa_corpus_2543	1
finqa_query_568	finqa_corpus_1179	1
finqa_query_569	finqa_corpus_3141	1
finqa_query_570	finqa_corpus_4784	1
finqa_query_571	finqa_corpus_2793	1
finqa_query_572	finqa_corpus_1528	1
finqa_query_573	finqa_corpus_4588	1
finqa_query_574	finqa_corpus_519	1
finqa_query_575	finqa_corpus_2025	1
finqa_query_576	finqa_corpus_3362	1
finqa_query_577	finqa_corpus_1210	1
finqa_query_578	finqa_corpus_1925	1
finqa_query_579	finqa_corpus_323	1
finqa_query_580	finqa_corpus_1344	1
finqa_query_581	finqa_corpus_1956	1
finqa_query_582	finqa_corpus_1180	1
finqa_query_583	finqa_corpus_583	1
finqa_query_584	finqa_corpus_2763	1
finqa_query_585	finqa_corpus_1508	1
finqa_query_586	finqa_corpus_3275	1
finqa_query_587	finqa_corpus_3751	1
finqa_query_588	finqa_corpus_2359	1
finqa_query_589	finqa_corpus_110	1
finqa_query_590	finqa_corpus_33	1
finqa_query_591	finqa_corpus_591	1
finqa_query_592	finqa_corpus_1402	1
finqa_query_593	finqa_corpus_1517	1
finqa_query_594	finqa_corpus_426	1
finqa_query_595	finqa_corpus_2669	1
finqa_query_596	finqa_corpus_1839	1
finqa_query_597	finqa_corpus_2345	1
finqa_query_598	finqa_corpus_4006	1
finqa_query_599	finqa_corpus_391	1
finqa_query_600	finqa_corpus_2295	1
finqa_query_601	finqa_corpus_1241	1
finqa_query_602	finqa_corpus_2235	1
finqa_query_603	finqa_corpus_4500	1
finqa_query_604	finqa_corpus_2745	1
finqa_query_605	finqa_corpus_2988	1
finqa_query_606	finqa_corpus_1163	1
finqa_query_607	finqa_corpus_4627	1
finqa_query_608	finqa_corpus_1409	1
finqa_query_609	finqa_corpus_430	1
finqa_query_610	finqa_corpus_3967	1
finqa_query_611	finqa_corpus_2178	1
finqa_query_612	finqa_corpus_3287	1
finqa_query_613	finqa_corpus_2252	1
finqa_query_614	finqa_corpus_5191	1
finqa_query_615	finqa_corpus_1231	1
finqa_query_616	finqa_corpus_2250	1
finqa_query_617	finqa_corpus_325	1
finqa_query_618	finqa_corpus_366	1
finqa_query_619	finqa_corpus_619	1
finqa_query_620	finqa_corpus_4531	1
finqa_query_621	finqa_corpus_3148	1
finqa_query_622	finqa_corpus_622	1
finqa_query_623	finqa_corpus_2681	1
finqa_query_624	finqa_corpus_4229	1
finqa_query_625	finqa_corpus_2232	1
finqa_query_626	finqa_corpus_3362	1
finqa_query_627	finqa_corpus_591	1
finqa_query_628	finqa_corpus_1060	1
finqa_query_629	finqa_corpus_4180	1
finqa_query_630	finqa_corpus_2156	1
finqa_query_631	finqa_corpus_307	1
finqa_query_632	finqa_corpus_3601	1
finqa_query_633	finqa_corpus_3670	1
finqa_query_634	finqa_corpus_1029	1
finqa_query_635	finqa_corpus_1327	1
finqa_query_636	finqa_corpus_3273	1
finqa_query_637	finqa_corpus_1794	1
finqa_query_638	finqa_corpus_638	1
finqa_query_639	finqa_corpus_3609	1
finqa_query_640	finqa_corpus_2600	1
finqa_query_641	finqa_corpus_3026	1
finqa_query_642	finqa_corpus_642	1
finqa_query_643	finqa_corpus_1838	1
finqa_query_644	finqa_corpus_212	1
finqa_query_645	finqa_corpus_1039	1
finqa_query_646	finqa_corpus_1859	1
finqa_query_647	finqa_corpus_4964	1
finqa_query_648	finqa_corpus_256	1
finqa_query_649	finqa_corpus_5883	1
finqa_query_650	finqa_corpus_3125	1
finqa_query_651	finqa_corpus_5298	1
finqa_query_652	finqa_corpus_1373	1
finqa_query_653	finqa_corpus_1929	1
finqa_query_654	finqa_corpus_171	1
finqa_query_655	finqa_corpus_2748	1
finqa_query_656	finqa_corpus_1870	1
finqa_query_657	finqa_corpus_3365	1
finqa_query_658	finqa_corpus_1966	1
finqa_query_659	finqa_corpus_6046	1
finqa_query_660	finqa_corpus_1555	1
finqa_query_661	finqa_corpus_1314	1
finqa_query_662	finqa_corpus_662	1
finqa_query_663	finqa_corpus_1211	1
finqa_query_664	finqa_corpus_1130	1
finqa_query_665	finqa_corpus_1829	1
finqa_query_666	finqa_corpus_2934	1
finqa_query_667	finqa_corpus_2029	1
finqa_query_668	finqa_corpus_2919	1
finqa_query_669	finqa_corpus_1819	1
finqa_query_670	finqa_corpus_270	1
finqa_query_671	finqa_corpus_196	1
finqa_query_672	finqa_corpus_3260	1
finqa_query_673	finqa_corpus_2796	1
finqa_query_674	finqa_corpus_3740	1
finqa_query_675	finqa_corpus_3913	1
finqa_query_676	finqa_corpus_2961	1
