query-id	corpus-id	score
1349	23433107	1
3610	29540258	1
2085	23940802	1
3308	20415555	1
3300	18988810	1
3153	22274814	1
3087	27802242	1
1432	16087681	1
648	9659909	1
1672	18371328	1
4110	29265152	1
2093	27588474	1
2232	25600067	1
104	14722917	1
1302	22525353	1
1870	26300264	1
1628	21473027	1
4041	28290978	1
3850	18472258	1
3528	25141962	1
1611	23617253	1
4085	21679365	1
3641	23144237	1
3975	21861760	1
3666	28376086	1
1056	24269346	1
4082	24361131	1
965	22495300	1
4325	33112505	1
872	9213191	1
1512	9475589	1
3393	29512131	1
4458	31606858	1
1134	25618141	1
2509	29055930	1
3030	29103968	1
1718	17526017	1
429	23476832	1
1688	24269728	1
3781	33245860	1
3646	29553579	1
1131	12615002	1
1840	23208833	1
3343	29610169	1
4250	27049060	1
1183	23037716	1
3536	10408177	1
2524	28601921	1
1660	21424386	1
503	25406050	1
1161	23271797	1
3055	29266590	1
310	15046306	1
3398	29436336	1
2218	25495907	1
3079	28284702	1
829	25682017	1
2071	27034376	1
4063	30550780	1
1648	24108416	1
3098	28877872	1
1564	24980705	1
4472	28212378	1
1218	23664448	1
383	21852499	1
3287	18061376	1
1219	18371137	1
85	23604321	1
2698	29026368	1
1934	27118336	1
1448	17545288	1
3425	29197875	1
2640	26259424	1
2255	28746875	1
1350	15564294	1
1253	25085251	1
3234	29398602	1
2357	19534241	1
3	22955974	1
209	25388161	1
204	16468993	1
3186	26697860	1
2142	20624921	1
553	12029088	1
241	19574499	1
307	21278336	1
1845	27723753	1
1171	25561219	1
4461	30190953	1
3195	28586632	1
3252	26222134	1
728	23588999	1
237	19396832	1
4114	31794792	1
1344	9515812	1
1646	19196800	1
458	21351810	1
2479	27591080	1
3115	18697201	1
930	20970105	1
3131	28609185	1
1014	12202754	1
2408	25874001	1
3572	30244834	1
1464	22972224	1
2889	23819169	1
843	18824640	1
4357	34301753	1
2225	16973436	1
4336	32500032	1
2552	26983749	1
101	21559008	1
2372	28293277	1
3280	20603160	1
2452	26168040	1
3826	16707458	1
727	24518144	1
1986	11309216	1
4219	24672280	1
3957	16777955	1
3313	29511456	1
2953	30093505	1
3382	19117896	1
4349	33271095	1
4125	33119048	1
2988	11921024	1
3093	27653758	1
368	21415143	1
128	18786252	1
2724	17616515	1
2828	29243545	1
3762	31859424	1
1078	2895008	1
2234	25398208	1
3888	31300657	1
3604	25838885	1
3930	31192604	1
2562	2019970	1
2934	22544901	1
1057	21440544	1
2124	25877920	1
952	19609889	1
1568	22377249	1
3561	30073633	1
3331	28941963	1
1749	22034058	1
2257	14973280	1
1785	24451624	1
4238	34881402	1
1268	17270048	1
1821	23471908	1
3735	29643105	1
851	19183745	1
1962	17531113	1
3973	17384198	1
400	24449200	1
59	21586625	1
2593	25957677	1
3032	29177435	1
3629	27642581	1
2156	26070627	1
1556	17577921	1
145	24035586	1
2341	29088312	1
304	18483370	1
700	19861158	1
1455	20068481	1
3174	28976302	1
4505	26168008	1
652	20392737	1
1739	17434631	1
1312	19515781	1
345	26052092	1
2536	24253304	1
108	26557057	1
1889	10631175	1
649	18073483	1
2628	27278863	1
3339	25726088	1
4689	27048983	1
2020	26628586	1
4535	32903584	1
3744	33262810	1
2589	26590112	1
759	23917025	1
2427	28334349	1
849	11641441	1
3348	23826179	1
595	14695169	1
4105	32256703	1
1139	15564032	1
1000	24466013	1
804	23737378	1
1300	24934289	1
1126	20126594	1
3876	32266704	1
1335	20890872	1
4326	34585473	1
2042	25497728	1
140	22172672	1
2098	26796034	1
1358	7652577	1
154	18057380	1
4308	34145047	1
1824	19563393	1
3996	33300069	1
871	20628353	1
3310	28413388	1
2574	10961536	1
2336	7731693	1
2032	17803944	1
329	23666688	1
1921	16917665	1
4198	24586913	1
388	8184547	1
2989	28852705	1
2213	25848939	1
2669	28368308	1
1809	8985734	1
231	25242375	1
3640	23232545	1
4130	30355343	1
1879	16329988	1
934	17229322	1
2384	28751490	1
862	23007140	1
1342	16551269	1
1724	19214283	1
3384	18268003	1
3851	31695717	1
3606	19478627	1
906	25013953	1
1931	21824004	1
24	20682973	1
1498	22278370	1
4307	32266704	1
940	23227840	1
3885	33005306	1
2212	24313804	1
3160	22580100	1
1737	10963843	1
2918	29088312	1
2985	30069765	1
1119	22306880	1
3103	22612266	1
4153	2050307	1
2089	27067649	1
4208	28849097	1
920	24140113	1
809	19562753	1
105	19345254	1
3135	26242768	1
2169	16990592	1
1658	22416705	1
2366	24650116	1
263	25941633	1
4315	23857752	1
3365	10508587	1
1814	26001984	1
1084	15292170	1
987	25936802	1
781	19079621	1
4299	29501724	1
3891	31705720	1
2514	24753153	1
3236	23735074	1
4699	31552185	1
1002	21672583	1
3083	29092025	1
888	23271586	1
3336	28874668	1
537	18832581	1
2246	28035815	1
2695	19127040	1
4663	34535671	1
1287	25116390	1
1330	24278531	1
4548	29216683	1
4104	28484260	1
1392	20729633	1
1652	15689345	1
516	24722048	1
3470	18089789	1
680	23848964	1
396	17188616	1
856	23511973	1
4052	30404778	1
4603	33938912	1
4433	34322897	1
792	26221287	1
4224	33156866	1
3860	11111843	1
2415	27034777	1
832	10614532	1
2137	25997738	1
557	17229476	1
3862	21491367	1
4405	31040920	1
2323	25771422	1
1351	24226375	1
262	22967682	1
3442	19481194	1
2583	27484196	1
2638	16843264	1
2201	26544571	1
3766	25125216	1
4661	34500336	1
2849	10221642	1
1109	16761498	1
1765	20693440	1
1529	1657218	1
2014	21111233	1
1685	24838624	1
1389	18497856	1
2426	21358337	1
2635	15640252	1
3163	29501911	1
3788	27567808	1
2338	28007912	1
2757	21455272	1
1912	27520322	1
1557	26156998	1
2946	29847465	1
3624	30504800	1
2581	28887402	1
3485	29524657	1
2731	24382176	1
49	24037088	1
2425	28581502	1
4291	33155136	1
1328	7697953	1
2573	28633445	1
4486	17604233	1
3819	28426820	1
4235	32297990	1
976	11891681	1
2422	28605519	1
923	22889989	1
705	8185987	1
2525	29028898	1
1294	23340416	1
3366	16401852	1
521	19371745	1
4552	34099552	1
2597	26082458	1
1205	24839169	1
3880	27042826	1
4351	29170496	1
4275	30302786	1
4272	11979138	1
1541	8679252	1
87	19701833	1
3822	8801083	1
4572	34535017	1
3401	29115968	1
565	21266177	1
3178	29391017	1
1982	27467136	1
3380	26788129	1
882	25897158	1
2499	22043912	1
2419	26921234	1
2994	19289123	1
1694	23104007	1
2136	16953888	1
3379	23496672	1
2289	25995270	1
962	19074369	1
1107	24266532	1
2771	28639200	1
2236	27067394	1
1743	24787386	1
4298	30776422	1
3550	28376128	1
566	20038616	1
2666	22731778	1
4232	33084067	1
928	24891360	1
658	20182024	1
2705	28293225	1
2376	1656290	1
2139	23715325	1
4515	23801058	1
513	22904200	1
2464	10441700	1
4182	32680918	1
2	21784067	1
4256	24957772	1
810	23124387	1
4229	31785606	1
11	10810787	1
4555	1657920	1
2475	28035034	1
616	22709377	1
2062	24594496	1
1450	22495300	1
3747	30121363	1
1548	12805287	1
3149	29059618	1
2966	30269120	1
2533	28667373	1
2067	24552576	1
3356	25034562	1
1519	8793089	1
773	17203459	1
1916	22426368	1
3062	29233035	1
1644	19333131	1
3468	29472484	1
3703	2981984	1
576	21215266	1
731	24971553	1
4032	31704836	1
4645	32965634	1
1571	22624833	1
1278	22069375	1
2386	27605105	1
533	10439043	1
4463	24705224	1
1440	21688387	1
2006	26908672	1
2836	28605137	1
2685	17053056	1
696	21969595	1
917	15871047	1
2606	28528489	1
1709	18439900	1
3713	29447171	1
4639	34864884	1
2048	25689825	1
918	22554593	1
698	19051310	1
3097	29734265	1
1625	22668416	1
1206	21752896	1
1105	23528896	1
230	17644068	1
3966	33202219	1
4481	33460320	1
1561	16260608	1
1137	11850401	1
3948	33143617	1
3751	32116545	1
2334	26994322	1
560	25713377	1
42	22134016	1
1932	23821193	1
961	23292481	1
836	15917225	1
4589	33139264	1
1897	25326329	1
1781	27172898	1
1955	10960773	1
1972	25781491	1
938	22915799	1
2331	28961763	1
3662	8553408	1
2216	8942272	1
3771	28833755	1
3391	28349074	1
308	19029894	1
352	24101600	1
2416	27527525	1
653	22875171	1
1577	1580196	1
4496	18541024	1
3279	18981230	1
4634	34450641	1
3255	19117896	1
3761	19712444	1
4508	29608137	1
4293	32589708	1
3635	28588271	1
2414	26658438	1
2023	25542770	1
2713	24711240	1
2670	21140288	1
1816	17923234	1
4303	24925412	1
2477	27296979	1
2997	28881794	1
191	8115332	1
4360	32615938	1
3998	12719426	1
3146	29245934	1
1185	8115332	1
4086	17172865	1
510	24214955	1
1261	23104133	1
583	23905889	1
335	16518401	1
4234	33150406	1
1487	12424227	1
2516	24035200	1
1379	19776130	1
4584	32601292	1
3846	27280887	1
3954	32941089	1
3466	12547233	1
1967	27485121	1
2383	27814676	1
3056	21274438	1
1150	21061765	1
3574	16951681	1
3741	25506489	1
2735	28694499	1
840	22391297	1
2774	25431273	1
3697	17652321	1
1546	21776386	1
3182	29084544	1
3460	16434828	1
1099	23466233	1
3797	27851968	1
1318	19469700	1
411	26422722	1
1028	23508100	1
854	21073472	1
288	16082368	1
178	24239172	1
3565	27226577	1
2826	24463456	1
3317	11900484	1
146	19702534	1
4575	24925412	1
3480	31747840	1
2811	30093505	1
1851	25398946	1
993	15030272	1
1949	23034086	1
3284	29961568	1
1527	16596673	1
4669	34788790	1
1786	26578594	1
1641	22441121	1
4374	30819210	1
1040	17616512	1
794	25436858	1
269	23405833	1
1604	18957444	1
137	8474442	1
743	19391106	1
788	22675617	1
319	20959496	1
3820	9691728	1
76	22498946	1
2962	29446767	1
1038	7579782	1
1431	21913121	1
1067	23808545	1
4055	17664768	1
2440	28669346	1
3086	27571098	1
2459	28368372	1
2362	22693220	1
683	22320395	1
313	23294434	1
3192	25777539	1
1315	17432514	1
143	20667520	1
1579	8690305	1
488	24205503	1
1535	20406178	1
1293	16000323	1
2183	21360554	1
182	9875761	1
4683	34484859	1
129	24025056	1
3076	25708613	1
3514	9016531	1
2505	12007552	1
544	23455712	1
1565	19823040	1
5	26191653	1
4435	23573382	1
350	22023720	1
2188	2564739	1
3027	29298770	1
4016	10359811	1
3334	27065378	1
789	16428356	1
4006	27476169	1
3399	24596594	1
1551	22579745	1
86	10801476	1
3960	32945632	1
1324	16418273	1
3451	28329763	1
425	12119585	1
2643	28082393	1
4292	9848072	1
2738	28042777	1
3678	29043625	1
610	22529959	1
3733	26062928	1
69	20232321	1
326	20818174	1
4112	33101065	1
1802	9660576	1
3556	30214018	1
1815	23344456	1
2699	17417058	1
4426	26512263	1
2658	27072975	1
1705	22791552	1
4362	32370812	1
2424	24669633	1
223	25051498	1
1360	17890426	1
519	24155235	1
2355	27874022	1
1833	24777857	1
737	25023328	1
4591	28251886	1
780	16622465	1
778	12482242	1
3775	33252155	1
2373	28680098	1
16	23527808	1
3427	30286710	1
3743	12777642	1
2180	26508757	1
1361	24321703	1
1305	23621888	1
2149	26549249	1
2000	18666306	1
3897	32043729	1
1828	21211680	1
1807	16861140	1
2455	28520978	1
1366	21955200	1
3595	25376608	1
2968	28675594	1
4164	32218432	1
3438	17418442	1
1136	20615601	1
2286	12161728	1
3689	25223691	1
1224	23389445	1
14	21978946	1
4044	30154186	1
1587	18087042	1
2986	29358597	1
912	16812977	1
1696	18190946	1
914	21866560	1
1767	26423156	1
2352	28893208	1
4656	34551432	1
3044	16740622	1
399	23541921	1
1509	3517024	1
4364	32469185	1
1575	19125125	1
4177	33143640	1
2253	28257851	1
3372	28684288	1
1124	22801375	1
2679	27940490	1
1377	12087555	1
3701	26242919	1
2527	17160610	1
770	15649888	1
3082	26613606	1
3947	25157153	1
1482	18088323	1
169	23460104	1
286	24119681	1
515	7982978	1
1207	20020146	1
79	24205707	1
4427	11497353	1
1191	23478244	1
1526	23244804	1
1975	12667526	1
1748	12712065	1
2211	26286337	1
162	23541441	1
1460	24333505	1
435	3273186	1
3833	27869828	1
436	22626570	1
3106	29659705	1
3622	28865512	1
2623	27540265	1
3875	27269043	1
925	20356930	1
3066	26251998	1
1514	8006040	1
668	17901920	1
4679	30626972	1
735	22038757	1
377	21562592	1
4673	34893673	1
3224	22941504	1
637	19661920	1
1363	23945056	1
7	21328290	1
4277	1501489	1
2437	27271195	1
933	22738784	1
93	20707912	1
3469	29944680	1
4544	14600262	1
842	24946806	1
1477	23052832	1
2952	27773354	1
206	2303258	1
2423	26815584	1
4329	34706171	1
2778	12056818	1
4586	28839111	1
3905	32461409	1
2814	30173918	1
2545	27678025	1
1043	24077602	1
2584	27725777	1
1427	23581568	1
2832	28705024	1
1811	24839169	1
1359	2854272	1
2846	24795696	1
175	12520035	1
213	12598532	1
1333	25083010	1
4506	22338211	1
3522	28432608	1
738	21481442	1
722	23894139	1
1248	21324833	1
4257	21702926	1
4127	27694210	1
2078	24077912	1
1741	23740936	1
3264	20619378	1
172	23404838	1
3650	23593142	1
2309	28846099	1
4416	24075520	1
2749	25398740	1
1866	20048104	1
884	20139424	1
3571	30387809	1
397	11798016	1
1355	12063079	1
398	18288611	1
3812	29713762	1
153	25240289	1
4098	15494369	1
2730	9036937	1
2088	11202049	1
556	6896006	1
3526	29152572	1
3330	28475676	1
2302	27167008	1
23	10864616	1
1794	3768865	1
1458	8723065	1
3677	22967978	1
1839	27009036	1
3927	32573705	1
4403	22523559	1
3693	27425792	1
3175	28536935	1
975	19112098	1
1233	21426944	1
2561	28720101	1
3230	29437776	1
3282	29408889	1
999	24870050	1
3198	28961712	1
1798	8771074	1
279	24175256	1
4034	32978617	1
96	17534848	1
4313	31672995	1
2571	27351374	1
392	21495810	1
2324	19475561	1
4094	29403011	1
3901	27843457	1
4161	2713760	1
1469	22850265	1
265	24481314	1
2618	27503909	1
3352	28968644	1
1047	16339652	1
1923	26657634	1
3165	22101760	1
3166	28748416	1
2385	24167936	1
2793	23040961	1
4413	34638130	1
1064	21484993	1
3278	29899448	1
163	19706597	1
4583	34613603	1
44	12890912	1
580	10903840	1
915	18191617	1
1424	7642627	1
4655	34030616	1
2805	24810945	1
205	1988577	1
4531	10919200	1
3208	19121369	1
1271	22058406	1
4031	33207093	1
899	22982593	1
1194	22878818	1
3645	28453679	1
4011	28644160	1
3323	28461162	1
3566	28039265	1
2674	29059320	1
1856	22524832	1
1867	24928998	1
1461	23384289	1
3490	26996264	1
2478	15119010	1
2737	17119104	1
4471	17241569	1
45	20802020	1
3587	25707489	1
1884	26464443	1
1706	18004386	1
3917	31684860	1
3473	25371407	1
254	2703281	1
4713	33832577	1
4497	31912800	1
3019	30350179	1
1684	12212772	1
1346	18775331	1
2825	28741506	1
418	24392102	1
1149	22384259	1
3085	30312728	1
4141	30647052	1
2753	28381231	1
3223	19752190	1
472	10358092	1
3283	28666680	1
4199	31349061	1
676	12650976	1
3298	30275474	1
3813	29686608	1
3005	17103360	1
2207	25977791	1
3564	23934081	1
4716	30635392	1
484	24705156	1
1517	21963238	1
3145	26862051	1
1074	23548324	1
3036	28748198	1
1755	25236385	1
822	14570063	1
1262	21491341	1
4715	31752933	1
3986	17568388	1
839	17990592	1
3235	28887424	1
1476	22913287	1
3806	25052516	1
1371	8893856	1
2688	28273952	1
4285	34147650	1
2434	25651782	1
4417	32865784	1
1187	24681619	1
4620	32437472	1
3568	9209408	1
341	9045856	1
4460	34875308	1
3424	27425792	1
1692	21177857	1
2420	21375200	1
4376	1292416	1
50	7578083	1
3065	26794447	1
2431	26503793	1
4108	32433050	1
1570	21915648	1
1818	26598048	1
2321	26338144	1
1417	21751810	1
703	23949953	1
2019	27884548	1
3981	25940801	1
2390	29135930	1
4714	23573382	1
3433	27986896	1
3476	28719537	1
1952	27154402	1
2673	28948796	1
2830	29788413	1
996	25188481	1
4542	32079690	1
236	21651459	1
1308	20814596	1
4128	25404128	1
3285	27457797	1
3075	27601193	1
725	11906	1
2252	12446625	1
2871	29562236	1
2250	29036597	1
2607	28691557	1
1174	18648195	1
299	17130240	1
1759	23026528	1
3168	21949922	1
2659	21954900	1
3681	12849400	1
1590	2137344	1
1918	23292513	1
624	23659897	1
450	10995744	1
2917	27522479	1
2839	29059320	1
1778	22511941	1
4391	32580969	1
4451	18541024	1
2035	23922054	1
336	24213377	1
1473	12459520	1
3848	22217600	1
3539	30459840	1
246	18855539	1
2104	22871183	1
2940	29112706	1
4217	32504034	1
4135	31269546	1
3570	29726787	1
935	24730627	1
218	20796001	1
422	20811715	1
3631	19339045	1
334	24102379	1
292	20598273	1
2863	27273088	1
1877	26100928	1
1699	23898178	1
2140	25977818	1
1640	16144131	1
238	24105977	1
4007	32682484	1
608	21647425	1
2733	28822529	1
1720	22084392	1
1620	11985602	1
4695	32554928	1
2612	1919136	1
35	17461888	1
1418	10738305	1
4018	26747746	1
1714	20219941	1
3856	2806531	1
1304	24339619	1
531	18556576	1
2157	8718689	1
3475	29264928	1
4430	33416262	1
3378	17161602	1
1754	16492929	1
2785	23300483	1
372	22090498	1
2734	27990773	1
2660	27974345	1
3081	29466232	1
147	12788480	1
1530	1333560	1
4083	32955176	1
99	8616260	1
3758	33113295	1
2303	27568322	1
3559	29124482	1
3739	33186545	1
4340	27456367	1
4484	31301033	1
3360	25847946	1
3120	26664771	1
3275	29762619	1
3229	10764768	1
4659	34864868	1
2215	19782028	1
3521	31106887	1
381	23412372	1
473	23639938	1
4585	16393984	1
3344	11894017	1
3949	31903844	1
4295	17653254	1
3728	27817026	1
3546	29199006	1
1274	9721219	1
171	23667906	1
786	17990503	1
814	20380929	1
3763	32573957	1
2768	29255114	1
4393	33376781	1
81	24194598	1
12	23028706	1
535	23217155	1
514	16228969	1
3050	26581630	1
588	24510189	1
2976	30244834	1
47	24852293	1
2920	29284706	1
2329	16648643	1
130	24570026	1
3861	20703489	1
2578	28274145	1
3614	29374165	1
4021	31015813	1
1405	5447715	1
3699	30360965	1
420	24480744	1
4593	34172899	1
4618	33686916	1
3976	30095981	1
2776	27280980	1
1853	22220162	1
3259	2300390	1
1110	10894080	1
3785	14762213	1
2226	24389010	1
3016	10686432	1
1340	24135681	1
1957	14534166	1
3164	30290178	1
2812	25559105	1
1676	24891360	1
2877	29770715	1
4353	34211179	1
4146	32093737	1
1680	24941044	1
2978	29879106	1
1272	26155681	1
1790	26620032	1
4019	29719809	1
306	26366214	1
3799	32499606	1
2220	26732322	1
2901	29416314	1
883	20340162	1
452	7798312	1
1245	16488965	1
2773	27789693	1
3443	30394532	1
4178	31633842	1
1895	27477512	1
1222	19391106	1
20	18757088	1
2675	10826264	1
294	8264800	1
2990	20349506	1
1594	23661441	1
897	19828484	1
734	8068955	1
3694	30155952	1
4565	34706189	1
4396	32658317	1
